,City,Country,Date,Latitude,Longitude,Temperature,Max. Temp.,Humidity,Cloudiness,Wind Speed
284,Praia,CV,1600076653,14.92,-23.51,26.8,26.8,76,82,1.6
285,Bodmin,GB,1600076653,50.47,-4.72,20.0,20.0,77,45,4.1
286,Cidreira,BR,1600076653,-30.18,-50.21,16.61,16.61,91,100,6.69
287,Pemangkat,ID,1600076654,1.17,108.97,22.57,22.57,93,100,2.45
288,Turaif,SA,1600076654,31.67,38.66,37.0,37.0,20,0,4.1
289,Bazaliia,UA,1600076654,49.71,26.47,21.64,21.64,53,0,3.27
290,Fortuna,US,1600076601,40.6,-124.16,13.29,13.89,100,90,1.09
291,Tumbes,PE,1600076655,-3.57,-80.44,19.29,19.29,83,14,2.14
292,Surgut,RU,1600076655,61.25,73.42,15.0,15.0,62,40,3.0
293,Great Yarmouth,GB,1600076477,52.61,1.73,20.01,21.11,72,0,3.6
294,Mālpura,IN,1600076656,26.28,75.38,38.0,38.0,23,93,3.28
295,Touros,BR,1600076656,-5.2,-35.46,20.0,20.0,100,40,2.1
296,Wawa,NG,1600076656,9.9,4.42,24.34,24.34,84,75,1.43
297,Olafsvik,IS,1600076656,64.89,-23.71,8.13,8.13,81,89,3.15
298,Krasnosel'kup,RU,1600076657,65.7,82.47,14.76,14.76,74,97,4.47
299,Jinchang,CN,1600076657,38.5,102.17,18.53,18.53,27,90,4.52
300,São Domingos,BR,1600076657,-13.4,-46.32,20.73,20.73,61,14,5.89
301,Guarapari,BR,1600076658,-20.67,-40.5,21.06,21.11,100,75,1.0
302,Lukovetskiy,RU,1600076658,64.3,41.92,11.0,11.0,87,90,6.0
303,North Platte,US,1600076658,41.12,-100.77,15.09,15.56,71,1,3.18
304,Salekhard,RU,1600076659,66.53,66.6,8.73,8.73,90,100,7.02
305,Lakatoro,VU,1600076659,-16.1,167.42,25.0,25.0,83,75,5.46
306,Preobrazheniye,RU,1600076659,42.9,133.91,15.7,15.7,86,100,3.12
307,Nieuw Amsterdam,SR,1600076660,5.88,-55.08,25.0,25.0,95,6,2.75
308,Shingū,JP,1600076660,33.73,135.98,25.0,25.0,73,40,5.1
309,Baykit,RU,1600076660,61.67,96.37,17.45,17.45,53,5,0.63
310,Camacha,PT,1600076661,33.08,-16.33,23.0,23.0,78,40,4.1
311,Mil'kovo,RU,1600076661,54.72,158.62,4.86,4.86,75,82,1.06
312,Sinarades,GR,1600076661,39.56,19.85,31.18,33.0,33,20,3.27
313,Aiquile,BO,1600076662,-18.2,-65.18,12.92,12.92,71,13,0.91
314,Torbay,CA,1600076662,47.67,-52.73,12.82,13.89,87,75,7.2
315,Narsaq,GL,1600076663,60.92,-46.05,2.0,2.0,43,40,3.6
316,Luk Pu,CN,1600076663,23.17,112.28,30.0,30.0,99,100,1.6
317,Talnakh,RU,1600076664,69.49,88.4,13.0,13.0,82,75,6.0
318,Koumac,NC,1600076664,-20.57,164.28,21.57,21.57,80,5,2.44
319,Grindavik,IS,1600076664,63.84,-22.43,8.0,8.0,81,20,4.6
320,Natal,BR,1600076664,-5.79,-35.21,20.52,21.0,94,75,2.1
321,Luwuk,ID,1600076665,-0.95,122.79,25.48,25.48,76,49,3.82
322,Khakurinokhabl,RU,1600076666,45.02,40.23,29.85,29.85,34,0,3.42
323,Cayenne,GF,1600076666,4.93,-52.33,25.0,25.0,100,21,1.0
324,Moose Factory,CA,1600076666,51.26,-80.61,6.0,6.0,75,75,8.2
325,Tucupita,VE,1600076667,9.06,-62.05,22.94,22.94,98,2,1.15
326,Kampot,KH,1600076425,10.62,104.18,25.43,26.0,88,90,3.6
327,Champerico,GT,1600076667,14.3,-91.92,18.6,18.89,91,99,2.25
328,Lázaro Cárdenas,MX,1600076668,17.96,-102.2,25.47,25.47,90,100,1.5
329,Maputo,MZ,1600076663,-25.97,32.59,30.2,30.56,42,0,5.1
330,Tekāri,IN,1600076668,24.93,84.83,34.0,34.0,59,40,2.34
331,Seymchan,RU,1600076669,62.88,152.43,5.23,5.23,72,0,1.59
332,Horta,PT,1600076669,38.53,-28.63,20.0,20.0,72,40,10.8
333,Bowen,AU,1600076669,-20.02,148.23,21.0,21.0,83,0,5.7
334,Rabo de Peixe,PT,1600076670,37.8,-25.58,22.0,22.0,83,40,7.2
335,Manicoré,BR,1600076670,-5.81,-61.3,24.02,24.02,81,60,0.13
336,Kot Diji,PK,1600076670,27.34,68.71,41.0,41.0,38,20,4.07
337,Kuah,MY,1600076671,6.33,99.84,30.0,30.0,79,40,2.6
338,Itajubá,BR,1600076672,-22.43,-45.45,14.44,14.44,76,0,0.63
339,Shenyang,CN,1600076672,41.79,123.43,22.0,22.0,68,24,1.0
340,Balashov,RU,1600076672,51.55,43.17,19.21,19.21,44,55,7.74
341,Esperance,AU,1600076672,-33.87,121.9,17.0,17.0,72,13,7.2
342,Walvis Bay,NA,1600076673,-22.96,14.51,15.8,16.0,59,0,1.5
343,Giyani,ZA,1600076673,-23.3,30.72,31.39,31.39,19,0,1.76
344,Nandu,CN,1600076533,22.85,110.82,28.93,28.93,81,100,0.28
345,Zyryanovsk,KZ,1600076673,49.74,84.27,22.0,22.0,22,97,1.56
346,Kasama,ZM,1600076674,-10.21,31.18,30.89,30.89,23,22,2.27
347,Statesboro,US,1600076674,32.45,-81.78,22.82,25.0,100,90,1.91
348,Curillo,CO,1600076675,1.03,-75.92,19.19,19.19,85,0,0.41
349,Kāsaragod,IN,1600076675,12.5,75.0,30.0,30.0,66,75,5.1
350,Bilma,NE,1600076675,18.69,12.92,37.83,37.83,10,39,2.72
351,Lamu,KE,1600076676,-2.27,40.9,29.0,29.0,62,40,7.2
352,Marzuq,YE,1600076676,14.4,46.47,33.71,33.71,21,5,4.29
353,Bāwal,IN,1600076676,28.08,76.58,38.55,38.55,25,0,4.06
354,Mbaïki,CF,1600076677,3.87,17.99,26.06,26.06,69,98,2.65
355,Honiara,SB,1600076677,-9.43,159.95,27.0,27.0,83,20,3.1
356,Kushiro,JP,1600076677,42.98,144.37,13.0,13.0,87,75,1.0
357,Berdigestyakh,RU,1600076677,62.1,126.7,9.59,9.59,66,99,2.07
358,Diffa,NE,1600076678,13.32,12.61,32.99,32.99,41,60,4.08
359,Harper,LR,1600076678,4.38,-7.72,25.77,25.77,84,93,6.46
360,Coruripe,BR,1600076678,-10.13,-36.18,24.52,24.52,79,50,4.99
361,Masty,BY,1600076679,53.41,24.54,18.0,18.0,72,75,5.0
362,Caravelas,BR,1600076679,-17.71,-39.25,22.65,22.65,74,0,1.91
363,Sayyan,YE,1600076679,15.17,44.32,24.99,24.99,18,32,3.91
364,Muros,ES,1600076680,42.78,-9.06,20.27,20.56,90,70,1.34
365,Mets Masrik,AM,1600076680,40.22,45.77,22.75,22.75,35,0,3.76
366,Hamilton,US,1600076403,39.18,-84.53,16.26,17.78,93,1,3.02
367,Vao,NC,1600076681,-22.67,167.48,20.8,20.8,81,6,8.12
368,Ilulissat,GL,1600076681,69.22,-51.1,-5.0,-5.0,49,0,4.6
369,Jalu,LY,1600076681,29.03,21.55,37.5,37.5,18,0,4.17
370,Gondal,IN,1600076682,21.97,70.8,32.78,32.78,96,79,5.47
371,Santa Cruz de la Sierra,BO,1600076437,-17.8,-63.17,24.0,24.0,88,40,4.1
372,Praia da Vitória,PT,1600076682,38.73,-27.07,20.14,21.67,88,75,9.56
373,Shimoda,JP,1600076683,34.67,138.95,21.11,21.11,93,82,5.31
374,Poum,NC,1600076683,-20.23,164.02,22.94,22.94,78,15,8.23
375,Capinota,BO,1600076683,-17.72,-66.23,10.0,10.0,66,40,1.5
376,Tevaitoa,PF,1600076684,-16.78,-151.5,25.82,25.82,77,21,3.47
377,Necochea,AR,1600076684,-38.55,-58.74,0.56,0.56,1,0,2.24
378,Wick,GB,1600076684,58.43,-3.08,16.0,16.0,82,40,5.1
379,Rurrenabaque,BO,1600076685,-14.44,-67.53,22.96,22.96,63,45,0.98
380,Garissa,KE,1600076685,-0.45,39.64,33.21,33.21,39,57,7.95
381,Prince Rupert,CA,1600076686,54.32,-130.32,12.0,12.0,93,90,1.5
382,Hay River,CA,1600076686,60.82,-115.8,-1.0,-1.0,92,20,2.6
383,Mogadishu,SO,1600076686,2.04,45.34,28.0,28.0,65,75,8.2
384,Ferme-Neuve,CA,1600076687,46.7,-75.45,4.7,4.7,91,29,2.6
385,Mahajanga,MG,1600076687,-15.72,46.32,32.0,32.0,29,71,5.7
386,Nombre de Dios,MX,1600076687,23.85,-104.23,15.0,15.0,93,100,1.79
387,Letnyaya Stavka,RU,1600076688,45.43,43.45,28.08,28.08,30,0,1.5
388,Russell,US,1600076688,32.35,-85.2,23.74,24.0,88,90,2.1
389,Valparaíso,CL,1600076533,-33.04,-71.63,11.67,11.67,60,0,4.92
390,Zharkent,KZ,1600076689,44.16,80.0,27.65,27.65,16,0,0.64
391,Kununurra,AU,1600076689,-15.77,128.73,35.0,35.0,17,100,6.7
392,Niterói,BR,1600076407,-22.88,-43.1,21.69,23.0,73,0,2.1
393,Srednekolymsk,RU,1600076690,67.45,153.68,8.03,8.03,69,0,3.93
394,Govindgarh,IN,1600076690,27.5,76.98,38.55,38.55,27,1,3.43
395,Priargunsk,RU,1600076690,50.37,119.1,13.31,13.31,66,0,2.69
396,Aswān,EG,1600076691,24.09,32.91,42.0,42.0,8,0,5.1
397,Chāndil,IN,1600076691,22.97,86.05,33.0,33.0,63,75,1.54
398,Dingle,PH,1600076691,11.0,122.67,26.18,26.18,86,89,3.7
399,Tual,ID,1600076692,-5.67,132.75,26.54,26.54,77,21,9.5
400,Nishihara,JP,1600076692,26.18,127.76,28.47,29.0,88,75,3.1
401,Malindi,KE,1600076693,-3.22,40.12,28.0,28.0,69,40,5.1
402,Alenquer,BR,1600076693,-1.94,-54.74,28.0,28.0,78,20,5.7
403,Saint-Marc-des-Carrieres,CA,1600076693,46.68,-72.05,12.26,13.0,93,40,2.1
404,Kristinehamn,SE,1600076693,59.31,14.11,17.62,18.0,82,40,6.7
405,Sennoy,RU,1600076694,52.15,46.96,18.1,18.1,49,72,6.49
406,Westport,US,1600076694,41.14,-73.36,19.17,20.56,98,69,3.67
407,Al Bardīyah,LY,1600076694,31.76,25.09,28.0,28.0,49,0,3.31
408,Rundu,NA,1600076695,-17.93,19.77,35.55,35.55,9,0,1.39
409,Osoyoos,CA,1600076695,49.03,-119.45,14.89,17.0,51,90,1.5
410,Mestia,GE,1600076695,43.05,42.73,25.72,25.72,24,0,1.68
411,Kulhudhuffushi,MV,1600076696,6.62,73.07,27.94,27.94,76,74,6.24
412,Half Moon Bay,US,1600076696,37.46,-122.43,14.4,15.0,87,90,2.1
413,Umba,RU,1600076696,66.69,34.34,12.52,12.52,61,0,5.37
414,Torit,SS,1600076696,4.41,32.57,29.13,29.13,65,62,1.76
415,Khovd,MN,1600076697,48.01,91.64,15.0,15.0,31,0,2.58
416,Halmstad,SE,1600076697,56.67,12.86,17.39,19.44,93,90,6.7
417,Noumea,NC,1600076661,-22.28,166.46,21.0,21.0,73,3,2.1
418,Berlevåg,NO,1600076697,70.86,29.09,10.0,10.0,81,40,6.2
419,Longyearbyen,SJ,1600076698,78.22,15.64,3.0,3.0,84,75,2.1
420,Semey,KZ,1600076698,50.41,80.23,26.0,26.0,19,89,2.0
421,Keffi,NG,1600076698,8.85,7.87,26.62,26.62,75,96,1.93
422,Novo Cruzeiro,BR,1600076699,-17.47,-41.88,17.12,17.12,84,65,1.45
423,Arraial do Cabo,BR,1600076700,-22.97,-42.03,21.57,22.0,83,0,7.2
424,Amurzet,RU,1600076700,47.7,131.1,14.54,14.54,88,100,1.11
425,Saint-Joseph,RE,1600076701,-21.37,55.62,20.66,23.0,60,48,12.9
426,Kismayo,SO,1600076701,-0.36,42.55,28.3,28.3,68,72,8.1
427,Nerchinskiy Zavod,RU,1600076701,51.31,119.61,11.81,11.81,69,0,2.31
428,Alamogordo,US,1600076703,32.9,-105.96,15.53,18.0,52,1,4.1
429,Ponta do Sol,PT,1600076703,32.67,-17.1,22.64,23.0,73,20,1.5
430,Assiniboia,CA,1600076703,49.63,-105.98,11.86,11.86,55,42,6.53
431,Tataouine,TN,1600076704,32.93,10.45,27.0,27.0,54,40,2.1
432,Zhigansk,RU,1600076705,66.77,123.37,10.1,10.1,67,77,5.85
433,Atar,MR,1600076705,20.52,-13.05,35.0,35.0,26,1,9.3
434,Tiznit Province,MA,1600076706,29.58,-9.5,26.91,26.91,42,96,1.57
435,Henties Bay,NA,1600076706,-22.12,14.28,15.56,15.56,77,0,0.45
436,Oktyabr'skoye,RU,1600076706,43.06,44.74,25.29,25.56,61,0,2.0
437,Namatanai,PG,1600076707,-3.67,152.43,27.21,27.21,80,95,4.84
438,Chifeng,CN,1600076707,42.27,118.96,17.75,17.75,39,62,3.1
439,Zhangaözen,KZ,1600076707,43.3,52.8,28.12,28.12,17,0,2.66
440,Kungurtug,RU,1600076708,50.6,97.52,4.35,4.35,83,100,2.7
441,Māndal,IN,1600076708,25.45,74.57,35.83,35.83,30,1,2.6
442,Pundaguitan,PH,1600076708,6.37,126.17,28.89,28.89,76,95,6.55
443,Zhezkazgan,KZ,1600076708,47.8,67.71,28.0,28.0,14,75,4.0
444,Bafra,TR,1600076709,41.57,35.91,27.0,27.0,69,75,6.7
445,Kavieng,PG,1600076709,-2.57,150.8,28.64,28.64,77,30,7.69
446,Arrondissement de Rennes,FR,1600076710,48.17,-1.67,25.25,26.67,44,0,3.1
447,Windsor,CA,1600076629,42.3,-83.02,14.95,16.0,87,1,3.6
448,Bonavista,CA,1600076710,48.65,-53.11,14.01,14.01,80,100,10.3
449,Tezu,IN,1600076711,27.92,96.17,24.24,24.24,87,100,1.57
450,Varadero,CU,1600076711,23.15,-81.25,23.0,23.0,100,20,2.1
451,San Miguel de Tucumán,AR,1600076711,-26.82,-65.22,17.0,17.0,33,100,5.1
452,Patiāla,IN,1600076441,30.33,76.4,36.0,36.0,56,40,2.6
453,Barra de Tecoanapa,MX,1600076712,16.52,-98.75,25.03,25.03,86,100,1.29
454,Jiuquan,CN,1600076712,39.74,98.52,20.56,20.56,22,38,5.94
455,West Plains,US,1600076713,36.73,-91.85,15.23,15.56,87,1,1.5
456,Caluquembe,AO,1600076713,-13.78,14.68,31.5,31.5,13,0,1.05
457,Saint-Pierre,RE,1600076714,-21.34,55.48,21.08,23.0,60,10,12.9
458,Emerald,AU,1600076714,-23.53,148.17,24.52,25.0,36,75,3.1
459,Cap Malheureux,MU,1600076714,-19.98,57.61,23.89,23.89,61,5,5.36
460,Padang,ID,1600076488,-0.95,100.35,28.05,28.05,71,72,1.11
461,Batemans Bay,AU,1600076715,-35.72,150.18,11.35,11.67,93,66,2.15
462,Thinadhoo,MV,1600076716,0.53,72.93,28.25,28.25,66,59,2.59
463,Alice Springs,AU,1600076716,-23.7,133.88,24.83,26.0,24,0,5.1
464,Solnechnyy,RU,1600076716,50.72,136.63,16.06,16.06,73,95,1.14
465,Llallagua,BO,1600076717,-18.42,-66.63,5.75,5.75,78,97,3.14
466,Ust-Nera,RU,1600076717,64.57,143.2,8.11,8.11,75,98,1.17
467,Sakakah,SA,1600076717,29.97,40.21,39.0,39.0,7,5,2.1
468,Wamba,NG,1600076718,8.93,8.6,26.92,26.92,73,97,2.15
469,Claremore,US,1600076718,36.31,-95.62,15.19,16.11,82,1,3.33
470,‘Āhuimanu,US,1600076718,21.44,-157.84,24.67,26.0,65,20,2.6
471,Urubichá,BO,1600076719,-15.38,-62.95,23.8,23.8,55,6,0.63
472,Chapais,CA,1600076719,49.78,-74.85,5.0,5.0,93,90,6.2
473,Grand Island,US,1600076442,40.92,-98.34,15.11,17.0,72,1,4.1
474,Aksu,CN,1600076720,41.12,80.26,25.84,25.84,19,88,3.37
475,San Rafael,AR,1600076720,-34.62,-68.33,5.93,5.93,57,0,1.14
476,Tahe,CN,1600076721,52.33,124.73,14.73,14.73,88,100,1.73
477,Manzhouli,CN,1600076721,49.6,117.43,12.22,12.22,56,3,1.99
478,Bariloche,AR,1600076722,-41.15,-71.31,-2.0,-2.0,86,40,2.1
479,Gizo Government Station,SB,1600076722,-8.1,156.84,28.36,28.36,76,62,2.41
480,São João da Barra,BR,1600076723,-21.64,-41.05,20.0,20.0,94,0,7.78
481,Kushmurun,KZ,1600076723,52.45,64.63,18.68,18.68,45,51,1.71
482,Stornoway,GB,1600076723,58.21,-6.39,15.0,15.0,93,75,8.7
483,Huanren,CN,1600076520,41.26,125.37,16.2,16.2,79,3,0.5
484,Matamoros,MX,1600076724,25.53,-103.25,20.56,20.56,76,93,1.34
485,Tyup,KG,1600076725,42.73,78.36,20.42,20.42,29,0,2.03
486,Merauke,ID,1600076725,-8.47,140.33,25.95,25.95,73,78,8.59
487,Āreka,ET,1600076725,7.07,37.7,22.91,22.91,63,12,1.93
488,Maniitsoq,GL,1600076726,65.42,-52.9,0.85,0.85,79,26,5.51
489,Pyaozerskiy,RU,1600076726,65.83,31.17,12.17,12.17,62,17,4.83
490,Mtwara,TZ,1600076726,-10.27,40.18,29.0,29.0,62,75,5.1
491,Orleans,US,1600076727,30.03,-89.95,26.0,26.67,87,31,0.89
492,Yarmouth,US,1600076727,41.71,-70.23,20.37,21.0,88,1,4.6
493,Uyemskiy,RU,1600076727,64.47,40.85,11.0,11.0,87,90,6.0
494,Brae,GB,1600076728,60.4,-1.35,13.0,13.0,100,75,5.7
495,Pacific Grove,US,1600076529,36.62,-121.92,13.84,14.44,93,82,1.46
496,Rawlins,US,1600076729,41.79,-107.24,7.0,7.0,52,1,2.1
497,Norrtälje,SE,1600076729,59.76,18.7,17.23,17.78,83,50,3.58
498,São Gabriel da Cachoeira,BR,1600076729,-0.13,-67.09,22.15,22.15,96,63,0.74
499,Santa Cruz de La Palma,ES,1600076730,28.68,-17.76,23.47,25.0,73,20,2.6
500,Ust'-Barguzin,RU,1600076730,53.45,108.98,10.31,10.31,68,89,1.51
501,Gornozavodsk,RU,1600076732,58.38,58.32,10.21,10.21,86,100,4.48
502,Tabuk,PH,1600076732,17.42,121.44,26.54,26.54,84,88,1.56
503,Diu,IN,1600076733,20.71,70.98,29.18,29.18,77,13,6.37
504,Río Tercero,AR,1600076734,-32.17,-64.11,5.78,5.78,56,0,2.31
505,Belmonte,BR,1600076734,-15.86,-38.88,19.0,19.0,82,20,2.1
506,Tuatapere,NZ,1600076735,-46.13,167.68,7.78,7.78,82,10,2.24
507,Albury,AU,1600076637,-36.08,146.92,13.0,13.0,76,0,2.6
508,San Luis,AR,1600076735,-33.3,-66.34,7.71,7.71,46,0,4.72
509,Lages,BR,1600076735,-27.82,-50.33,15.03,15.03,83,85,1.29
510,Kaeo,NZ,1600076736,-35.1,173.78,10.0,10.0,3,46,0.89
511,Awjilah,LY,1600076736,29.11,21.29,37.8,37.8,17,0,4.58
512,Khovu-Aksy,RU,1600076736,51.13,93.6,11.38,11.38,45,25,2.46
513,Kentau,KZ,1600076737,43.52,68.51,28.14,28.14,15,26,3.68
514,Chiradzulu,MW,1600076737,-15.67,35.14,29.0,29.0,39,20,2.1
515,Souillac,MU,1600076737,-20.52,57.52,23.0,23.0,64,75,8.2
516,Virginia Beach,US,1600076738,36.85,-75.98,22.02,23.0,88,1,3.75
517,Kutum,SD,1600076738,14.2,24.67,27.18,27.18,53,41,4.66
518,Sittwe,MM,1600076739,20.15,92.9,29.36,29.36,79,71,4.18
519,Chimbote,PE,1600076739,-9.09,-78.58,14.77,14.77,92,69,2.09
520,Huarmey,PE,1600076739,-10.07,-78.15,15.39,15.39,86,74,2.63
521,Murgab,TM,1600076740,37.5,61.97,30.0,30.0,17,0,3.1
522,Juegang,CN,1600076499,32.32,121.19,22.71,22.71,77,89,4.06
523,Vanderhoof,CA,1600076740,54.02,-124.02,6.36,6.36,78,100,2.19
524,Paita,PE,1600076741,-5.09,-81.11,16.1,16.1,85,0,3.84
525,Rincon,US,1600076741,32.3,-81.24,22.94,24.0,100,1,1.41
526,Shimanovsk,RU,1600076672,52.0,127.7,16.93,16.93,77,100,1.58
527,Mapiripán,CO,1600076742,2.89,-72.13,21.64,21.64,93,3,1.48
528,Craig,US,1600076550,40.52,-107.55,5.29,9.0,74,1,2.41
529,Northam,GB,1600076742,51.03,-4.22,18.42,20.56,87,35,1.34
530,Flic en Flac,MU,1600076743,-20.27,57.36,23.47,23.89,64,75,8.2
531,Kovdor,RU,1600076743,67.57,30.48,11.31,11.31,62,1,3.32
532,Soyo,AO,1600076506,-6.13,12.37,26.0,26.0,74,40,3.1
533,Tinskoy,RU,1600076743,56.15,96.92,14.93,14.93,66,100,1.79
534,Luebo,CD,1600076744,-5.35,21.42,34.44,34.44,37,44,2.06
535,Masvingo,ZW,1600076744,-20.06,30.83,29.48,29.48,17,12,2.84
536,Nizhniy Tsasuchey,RU,1600076745,50.52,115.13,13.46,13.46,53,48,2.32
537,Carauari,BR,1600076745,-4.88,-66.9,23.9,23.9,73,52,0.27
538,Makakilo City,US,1600076746,21.35,-158.09,23.55,25.0,69,1,1.5
539,Pisco,PE,1600076691,-13.7,-76.22,15.0,15.0,87,75,0.5
540,Ustupo,PA,1600076746,9.13,-77.93,25.03,25.03,87,99,2.47
541,Bambanglipuro,ID,1600076747,-7.95,110.28,26.05,26.05,71,36,4.61
542,Hīt,IQ,1600076747,33.64,42.83,43.26,43.26,10,0,5.45
543,Gallup,US,1600076681,35.53,-108.74,6.83,8.0,36,1,1.62
544,Leh,IN,1600076748,34.17,77.58,18.51,18.51,22,2,3.31
545,Frontera,MX,1600076748,26.93,-101.45,23.33,23.33,86,97,1.65
546,Corn Island,NI,1600076749,12.17,-83.04,28.86,28.86,75,99,3.62
547,Kroya,ID,1600076749,-7.63,109.25,26.37,26.37,70,19,4.53
548,Eyl,SO,1600076749,7.98,49.82,35.64,35.64,35,3,9.89
549,Port Hueneme,US,1600076750,34.15,-119.2,14.64,15.0,100,1,2.99
550,Harrisonville,US,1600076750,38.65,-94.35,15.0,15.0,87,1,1.5
551,Cockburn Town,TC,1600076750,21.46,-71.14,28.2,28.2,76,100,5.88
552,Hokitika,NZ,1600076751,-42.72,170.97,11.37,11.37,87,100,3.59
553,Saint-Médard-en-Jalles,FR,1600076751,44.9,-0.72,28.0,28.0,45,0,3.6
554,Atambua,ID,1600076751,-9.11,124.89,22.73,22.73,71,2,1.05
555,Pochutla,MX,1600076751,15.74,-96.47,23.89,23.89,89,97,1.54
556,Terskaya,RU,1600076752,43.72,44.72,25.28,25.56,61,0,2.0
557,Khani,GE,1600076752,41.96,42.96,29.0,29.0,66,40,3.6
558,Port Hedland,AU,1600076753,-20.32,118.57,33.0,33.0,33,47,7.2
559,Katangli,RU,1600076753,51.71,143.23,12.03,12.03,87,0,2.56
560,Musoma,TZ,1600076753,-1.5,33.8,27.0,27.0,44,20,2.6
561,Blairmore,CA,1600076754,49.6,-114.44,4.0,4.0,93,99,1.0
562,Palmer,US,1600076754,42.16,-72.33,17.3,19.0,82,1,2.6
563,Ipixuna,BR,1600076754,-1.76,-48.8,24.0,24.0,94,39,2.1
564,Hervey Bay,AU,1600076755,-25.3,152.85,20.0,20.0,79,0,0.45
565,Avera,US,1600076755,33.19,-82.53,22.38,22.78,97,1,1.95
566,Marsh Harbour,BS,1600076755,26.54,-77.06,28.25,28.25,69,98,2.84
567,Stykkisholmur,IS,1600076756,65.08,-22.73,8.23,8.23,72,85,1.01
